EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,DaysNotWorked,AverageHoursPerday
144,3.0,1.0,2.0,56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,Female,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7,3,3,22,7.420447466294722
145,2.0,3.0,3.0,30,No,Travel_Rarely,Sales,5,4,Medical,Female,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4,3,3,16,7.585973922902222
146,2.0,1.0,3.0,41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,2,3,20,6.624136698939444
147,3.0,1.0,3.0,28,No,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,2,3,25,6.192764830508334
148,1.0,1.0,3.0,25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,3,3,25,6.472303436911388
149,4.0,3.0,3.0,52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,2,4,18,8.195051440329166
150,1.0,4.0,2.0,45,No,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,3,3,24,6.7876957337083335
151,4.0,4.0,1.0,52,No,Travel_Rarely,Research & Development,12,3,Medical,Male,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,3,3,26,7.302139479905278
152,1.0,3.0,3.0,42,No,Travel_Frequently,Sales,10,3,Marketing,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,2,3,28,6.822407010014167
153,3.0,4.0,3.0,30,No,Travel_Rarely,Sales,25,3,Marketing,Male,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,3,4,31,7.322458937198056
154,1.0,1.0,1.0,60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,3,3,29,6.164361829501667
155,3.0,3.0,2.0,46,No,Travel_Rarely,Sales,19,4,Marketing,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,2,3,24,7.610284810126389
156,4.0,4.0,4.0,42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,Male,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,3,3,23,6.595135387488055
157,1.0,2.0,3.0,24,Yes,Travel_Rarely,Research & Development,27,2,Medical,Male,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,2,3,25,10.648925376647776
158,4.0,3.0,2.0,34,Yes,Travel_Frequently,Research & Development,5,3,Medical,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,3,4,34,6.204427312775278
159,4.0,4.0,3.0,38,No,Travel_Frequently,Sales,3,3,Marketing,Female,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,3,3,24,8.591902250351389
160,3.0,3.0,3.0,40,No,Travel_Rarely,Sales,26,4,Marketing,Female,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,2,3,31,6.001353864734167
161,1.0,4.0,1.0,26,No,Travel_Rarely,Research & Development,3,2,Medical,Female,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,4,4,34,6.281751101321389
162,3.0,4.0,1.0,30,No,Non-Travel,Research & Development,15,3,Medical,Female,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,2,3,27,7.905569800569722
163,2.0,3.0,3.0,29,No,Travel_Rarely,Research & Development,8,3,Medical,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,3,3,19,7.1756990358125
164,3.0,2.0,4.0,29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,2,3,24,6.6512552742613895
165,1.0,4.0,4.0,19,Yes,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,3,3,27,7.906068376068333
166,3.0,1.0,3.0,30,No,Non-Travel,Research & Development,2,4,Life Sciences,Female,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3,3,22,6.718815667131389
167,1.0,4.0,2.0,57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,3,3,30,6.2905880230877775
168,2.0,3.0,3.0,50,No,Travel_Rarely,Sales,10,4,Life Sciences,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,3,3,18,7.178114997713611
169,3.0,4.0,2.0,30,No,Non-Travel,Sales,10,2,Life Sciences,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,3,4,21,6.286431712962778
170,3.0,1.0,4.0,60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,3,4,30,7.217978595478334
171,1.0,4.0,3.0,47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,2,3,31,7.809089371980556
172,1.0,3.0,1.0,46,No,Travel_Rarely,Sales,4,1,Technical Degree,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,2,4,19,6.805152662993334
173,4.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,15,2,Medical,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,3,3,27,6.484045584045555
174,3.0,3.0,3.0,54,No,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3,3,20,7.651214845550833
175,4.0,3.0,3.0,34,No,Travel_Rarely,Sales,8,2,Life Sciences,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,4,3,27,7.5859627255458335
176,3.0,4.0,3.0,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,2,3,27,9.179540598290556
177,3.0,2.0,4.0,31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3,3,25,6.3781532485875
178,2.0,3.0,4.0,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2,4,27,8.477647198480279
179,1.0,4.0,3.0,33,Yes,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,3,4,17,6.965121812386111
180,4.0,2.0,3.0,30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,3,3,20,6.474620792991945
181,4.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,12,2,Medical,Female,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0,1,4,19,8.876004361799723
182,1.0,3.0,3.0,31,Yes,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0,2,3,33,6.588341861598333
183,2.0,1.0,3.0,34,Yes,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2,4,4,24,10.995573136427499
184,2.0,3.0,3.0,42,No,Travel_Frequently,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,2,3,25,7.810652071563055
185,2.0,4.0,2.0,36,No,Non-Travel,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,3,3,17,7.229256602914166
186,3.0,3.0,3.0,22,Yes,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2,3,3,27,6.419389838556389
187,2.0,4.0,3.0,48,No,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7,3,3,30,6.779623617123611
188,1.0,2.0,3.0,55,No,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7,3,3,27,7.390809591642777
189,4.0,4.0,3.0,41,No,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10,2,3,31,6.192049516908056
190,2.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9,2,3,28,6.014660228898333
191,2.0,3.0,3.0,40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13,3,3,17,7.301029143897778
192,3.0,3.0,3.0,39,No,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7,3,3,19,7.061997245178889
193,2.0,4.0,4.0,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5,2,3,19,8.724735996326666
194,4.0,1.0,2.0,42,No,Travel_Rarely,Research & Development,5,3,Medical,Male,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8,3,3,25,10.807604755178888
195,4.0,2.0,4.0,45,No,Travel_Rarely,Research & Development,2,1,Medical,Female,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7,3,4,35,7.410288839724444
196,,3.0,2.0,26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0,3,3,17,9.190491803278611
197,4.0,4.0,4.0,29,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2,2,3,33,7.393010477582778
198,1.0,3.0,3.0,33,No,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5,3,3,20,7.402587597971389
199,3.0,4.0,2.0,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1,3,3,27,6.711708214624722
200,2.0,2.0,3.0,18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0,4,3,20,9.230231673582223
201,3.0,1.0,3.0,40,No,Non-Travel,Research & Development,1,4,Technical Degree,Female,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1,2,3,22,6.880860065085833
202,1.0,3.0,3.0,41,No,Non-Travel,Research & Development,23,3,Life Sciences,Male,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7,2,3,31,9.292572463768055
203,1.0,3.0,3.0,26,No,Travel_Rarely,Research & Development,9,4,Medical,Male,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0,2,3,32,6.0161487142163885
204,1.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3,2,3,33,6.326000243664444
205,4.0,4.0,3.0,34,No,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7,2,3,24,6.406121659634167
206,3.0,4.0,1.0,26,Yes,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0,1,4,28,8.751425846447223
207,2.0,4.0,4.0,37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2,3,3,21,7.389827546296111
208,1.0,3.0,2.0,46,No,Travel_Frequently,Research & Development,4,1,Medical,Male,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2,3,3,33,6.196189083820555
209,2.0,1.0,3.0,41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8,3,3,22,7.7062796373777775
210,1.0,2.0,3.0,37,No,Non-Travel,Research & Development,7,2,Medical,Male,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7,3,3,20,7.506634393729722
211,4.0,1.0,3.0,52,No,Travel_Rarely,Sales,2,1,Medical,Male,1,Laboratory Technician,Divorced,99800,,11,1,18.0,2,10,6,9,3,3,17,9.075687613843334
212,4.0,3.0,3.0,32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2,2,4,20,5.993242277547222
213,4.0,4.0,3.0,24,No,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1,2,3,19,6.0308562901744445
214,3.0,3.0,3.0,38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0,3,3,22,6.02010227801
215,2.0,2.0,2.0,37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3,3,3,24,6.899095171120278
216,4.0,3.0,3.0,49,No,Travel_Rarely,Sales,21,1,Life Sciences,Male,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9,1,3,20,10.781685108344723
217,2.0,4.0,3.0,24,No,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4,2,3,30,8.983126503126389
218,1.0,2.0,4.0,26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4,3,3,19,7.383425160697778
219,4.0,2.0,3.0,24,No,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0,1,3,29,6.823666187739445
220,1.0,2.0,3.0,50,No,Travel_Frequently,Sales,2,2,Marketing,Male,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7,3,3,17,6.789116575591945
221,2.0,3.0,3.0,25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6,2,3,34,7.409312285853889
222,1.0,3.0,3.0,24,Yes,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2,3,4,15,10.825435862691945
223,2.0,1.0,4.0,30,Yes,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0,3,3,28,6.877650214592222
224,2.0,4.0,3.0,34,No,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3,3,3,30,8.906513949013888
225,2.0,1.0,1.0,31,Yes,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2,2,3,22,6.683451882845
226,1.0,4.0,3.0,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2,3,3,22,7.924495583449444
227,1.0,4.0,4.0,31,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7,3,3,27,6.3105033238363895
228,1.0,3.0,2.0,27,No,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3,3,3,22,7.887926545792499
229,4.0,3.0,2.0,37,No,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0,3,3,18,8.882879515317777
230,4.0,2.0,4.0,20,No,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,1,3,19,7.089900137740833
231,3.0,4.0,3.0,42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2,3,3,26,7.490815602836666
232,2.0,4.0,2.0,43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,3,3,16,8.685538548752778
233,3.0,1.0,2.0,38,No,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,4,3,19,6.802448347107222
234,4.0,3.0,3.0,43,No,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,3,3,18,9.126422039323055
235,4.0,1.0,1.0,48,No,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,4,3,24,7.016586966713334
236,1.0,3.0,4.0,44,No,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,4,4,33,6.704297027290278
237,3.0,3.0,3.0,34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,2,4,28,8.402038626609167
238,3.0,1.0,3.0,27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,3,3,22,6.483074151557222
239,3.0,3.0,3.0,21,No,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,1,3,31,7.233100241545833
240,4.0,4.0,4.0,44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,3,3,30,8.690202020201944
241,1.0,3.0,3.0,22,No,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,2,3,34,6.037342143905834
242,3.0,3.0,3.0,33,No,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,3,3,26,7.2821654846333335
243,1.0,4.0,2.0,32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,3,3,19,9.37723714416889
244,3.0,3.0,3.0,30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,3,3,24,7.309830051570556
245,4.0,1.0,4.0,53,No,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,2,3,26,7.1137529550825
246,2.0,4.0,2.0,34,No,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,3,3,22,7.4384774523475
247,1.0,1.0,3.0,45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,3,3,33,7.574113060428611
248,3.0,4.0,3.0,26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,4,3,17,9.96319102914389
249,3.0,3.0,3.0,37,No,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,2,3,23,6.2149813258636115
250,2.0,3.0,2.0,29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,3,3,27,6.810724121557222
251,2.0,4.0,3.0,35,No,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,3,3,24,6.655866150960834
252,3.0,4.0,1.0,33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,3,4,19,7.514910468319444
253,3.0,2.0,4.0,54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,2,3,33,6.408397904483333
254,2.0,2.0,3.0,36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2,3,24,10.702960618846665
255,1.0,4.0,3.0,27,No,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,1,3,31,7.003219806763055
256,4.0,3.0,3.0,20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,2,3,23,8.629089635854166
257,1.0,1.0,3.0,33,Yes,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,3,3,15,10.40263888888889
258,3.0,3.0,3.0,35,No,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,4,3,30,6.731132756132499
259,1.0,1.0,4.0,23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,3,3,27,7.089940645773889
260,4.0,2.0,3.0,25,No,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,3,3,20,7.680787229137778
261,4.0,4.0,3.0,38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,2,4,19,6.7987718089988896
262,2.0,4.0,3.0,29,No,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2,3,32,7.805469432314166
263,2.0,2.0,3.0,48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,4,3,31,7.0984033816425
264,4.0,4.0,3.0,27,No,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,3,3,27,8.886216761633333
265,4.0,4.0,3.0,37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,4,3,32,7.604899320718055
266,4.0,3.0,3.0,50,No,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,4,3,15,9.119233288166113
267,4.0,2.0,4.0,34,No,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,3,4,29,6.820739942528611
268,1.0,3.0,3.0,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,1,3,20,7.5126982480405555
269,4.0,3.0,3.0,39,No,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,3,3,28,6.712491654744722
270,4.0,4.0,2.0,32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,1,3,27,7.899165479581944
271,2.0,3.0,3.0,50,Yes,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2,3,15,8.205001129177777
272,2.0,4.0,2.0,38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2,3,28,7.165214592274444
273,3.0,1.0,3.0,27,No,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,2,4,30,6.510595238095
274,3.0,4.0,,32,No,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,3,3,31,7.932475845410556
275,4.0,1.0,3.0,47,No,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,3,3,30,6.717376142376112
276,4.0,1.0,3.0,40,No,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,3,3,19,8.616050275481944
277,3.0,3.0,3.0,53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,3,3,31,6.755989130434722
278,2.0,4.0,2.0,41,No,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,3,4,34,7.710548213411388
279,1.0,1.0,3.0,60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,4,4,24,6.608694327238611
280,4.0,1.0,2.0,27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,2,3,24,7.345515705578889
281,4.0,3.0,3.0,41,No,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,3,3,28,6.168100858368889
282,4.0,2.0,3.0,50,No,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,4,4,34,7.386711943220556
283,1.0,2.0,3.0,28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,2,3,32,8.098430373605
